	Dodge_018	Dodge_019	Dodge_021	Dodge_022	Dodge_024	Dodge_025	Dodge_026	Dodge_028	Dodge_029	Dodge_030	Dodge_034	Dodge_035	Dodge_036	Dodge_039	Dodge_040	Dodge_046	Dodge_048	Dodge_049	Dodge_051	Dodge_055	Dodge_057	Dodge_059	Dodge_061	Dodge_062	Dodge_063	Dodge_064	Dodge_069	Dodge_070	Dodge_071	Dodge_072	Dodge_073	Dodge_074	Dodge_076	Dodge_078	Dodge_079	Dodge_082	Dodge_087	Dodge_090	Dodge_092	Dodge_093	Dodge_094	Dodge_095	Dodge_096	Dodge_097	Dodge_098	Dodge_100	Dodge_104	Dodge_106	Dodge_107
Mcavernosa16337	7	1	1	0	0	4	0	4	0	3	21	0	37	0	6	30	0	0	1	20	37	0	6	12	4	0	0	0	1	0	8	0	0	0	22	1	1	0	0	16	0	0	7	1	0	0	1	33	0
Mcavernosa16345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16346	6	3	0	3	32	4	0	1	3	18	2	6	3	40	2	4	0	10	0	5	1	3	4	3	3	1	0	1	5	2	5	2	2	1	5	6	0	6	1	2	632	5	4	1	1	6	5	77	1
Mcavernosa16348	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0
Mcavernosa16354	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa16355	1	2	1	1	0	6	4	2	0	6	0	0	13	2	1	0	1	0	3	0	19	0	1	1	4	0	0	250	11	2	0	39	0	2	2	1	114	0	0	23	0	0	5	14	0	1	6	0	1
Mcavernosa16357	1	1	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa16358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16361	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16372	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa16377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16378	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16381	2	0	1	60	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0
Mcavernosa16384	294	400	92	576	1231	602	84	173	334	341	58	128	567	461	304	418	101	1552	114	1756	662	426	604	794	310	1617	38	9	174	821	1065	1877	967	786	520	451	173	368	155	214	987	146	115	68	69	904	237	345	43
Mcavernosa16386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa16390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Mcavernosa16398	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16400	2	3	0	0	0	5	0	1	50	1	2	0	1	0	1	0	1	0	1	0	0	0	0	1	10	0	70	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0
Mcavernosa16401	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Mcavernosa16404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16405	1	4	0	0	0	24	1	5	0	3	4	0	1	0	2	0	3	0	0	0	1	0	0	1	1	0	0	1	5	0	0	0	0	0	0	19	0	0	0	9	0	0	0	2	0	0	1	0	0
Mcavernosa16406	0	0	0	61	0	6	0	0	0	0	0	0	39	0	1	0	0	0	0	715	0	11	0	10	0	88	0	0	1	0	0	0	0	378	8	0	0	0	15	0	0	1	2	2	0	0	12	0	0
Mcavernosa16409	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mcavernosa16412	3	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	2	24	0	0	0	1	0	0	1	7	22	3	276	0	0	5	32	254	0	0	0	0	0	0	2	5	0	1	0	0
Mcavernosa16413	5	2	0	0	1	1	4	4	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	3	1	0	0	1	0	61	0	1	3	2	0	2	0	0
Mcavernosa16414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16416	0	1	0	2	0	2	3	2	41	1	1	2	0	0	1	0	0	0	1	0	0	35	0	1	1	0	0	334	5	117	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0
Mcavernosa16417	0	0	0	1	159	18	1	0	12	1	0	3	0	0	0	0	5	133	0	512	44	0	0	2	2	0	0	221	1	11	59	63	0	4	22	0	0	235	0	0	331	14	0	0	0	0	0	0	0
Mcavernosa16418	0	0	0	1	0	0	0	0	0	1	1	0	23	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	163	0	0	0	1	0	0	0	0	2	0	0
Mcavernosa16420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Mcavernosa16421	7	5	2	3	0	5	5	19	0	9	10	1	11	2	5	0	6	0	7	0	7	8	0	7	9	4	0	0	16	0	0	1	0	0	12	13	0	0	0	2	0	2	1	4	5	0	11	1	1
Mcavernosa16424	0	37	1	0	0	0	8	0	0	9	2	0	0	0	0	0	2	0	0	0	0	24	1	2	0	0	0	293	3	0	1	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Mcavernosa16425	107	117	20	30	144	33	14	34	4	99	49	18	153	11	63	16	17	1	36	1	40	130	24	127	51	201	111	3	44	99	7	20	2	2	75	29	9	1	26	27	150	18	26	14	40	13	33	1	18
Mcavernosa16427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16428	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	3	15	0	0	0	0	0	8	0	0	3	0	0	1	0	0	0	0	1	0	0
Mcavernosa16429	12	1	1	2	1	8	1	10	0	1	0	0	3	0	0	4	1	0	6	0	0	1	0	1	3	0	0	0	4	0	0	0	0	0	2	1	0	0	0	1	1	15	1	0	2	0	1	0	1
Mcavernosa16430	0	3	0	0	0	0	0	0	8	0	0	0	1	0	0	24	0	0	4	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	48	17	0	0	0	0	4	0	0	0	0
Mcavernosa16431	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa16433	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16434	9	73	2	2	34	24	0	1	0	6	9	1	38	0	2	0	1	0	4	0	0	1	0	15	8	0	0	0	1	72	0	0	0	0	4	1	0	0	1	0	0	1	1	4	1	0	15	0	2
Mcavernosa16435	0	164	0	1	0	0	0	0	0	0	11	0	0	0	0	75	0	0	0	1	0	0	0	86	89	0	5	0	0	14	0	0	0	0	0	114	0	0	0	0	0	0	0	3	0	0	1	0	0
Mcavernosa16437	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0
Mcavernosa16438	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa16442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
Mcavernosa16443	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16445	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16447	75	86	5	20	319	36	20	11	3	32	6	10	14	27	7	73	10	285	11	319	23	26	7	47	5	32	2	1	14	1	124	4	6	1	39	30	4	0	21	28	17	9	18	13	16	11	37	7	2
Mcavernosa16448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16450	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	188	0	2	0	0	5	0	0	0	0	0	0	0	67	0	0	0
Mcavernosa16452	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16456	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mcavernosa16460	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16465	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16466	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16468	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16477	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	4	0	0	1	0	1	0	0
Mcavernosa16478	7	0	0	0	99	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Mcavernosa16481	279	19	12	174	600	230	14	60	22	109	65	7	309	41	195	2	12	403	29	176	46	48	27	164	123	83	108	53	77	191	182	1723	564	107	51	58	19	110	138	113	454	52	83	32	17	335	69	141	24
Mcavernosa16483	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0
Mcavernosa16490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16491	0	0	0	1	0	0	0	0	39	1	0	0	0	0	0	9	9	25	0	183	0	0	0	1	0	0	67	0	0	0	76	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	46	0
Mcavernosa16493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16494	27	10	4	4	8	20	31	23	5	30	8	2	39	1	9	16	7	0	7	372	2	58	2	5	29	2	0	0	17	62	1	331	0	234	27	37	0	257	4	41	135	9	9	9	4	7	23	0	1
Mcavernosa16496	10	5	4	6	0	5	3	16	1	16	29	1	5	1	3	1	3	0	1	0	2	5	1	44	17	170	0	1	17	0	0	0	0	1	10	17	0	0	1	2	1	3	9	6	14	7	18	1	1
Mcavernosa16497	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Mcavernosa16498	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16499	5	39	0	5	301	35	23	9	1	7	2	8	3	68	1	1	7	0	1	0	1	3	0	4	29	1	0	0	3	0	0	0	0	0	23	57	132	0	1	0	0	1	4	4	0	0	4	0	0
Mcavernosa16500	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa16501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Mcavernosa16503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa16504	12	5	15	24	240	19	10	13	5	13	16	16	21	21	14	3	10	3	10	0	10	10	9	14	9	7	1	212	11	3	6	11	1	0	18	21	5	359	3	12	326	21	10	11	8	13	13	140	6
Mcavernosa16505	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16507	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
Mcavernosa16509	8	27	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	1	0	0	0	10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	91	0
Mcavernosa16512	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Mcavernosa16514	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16515	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0
Mcavernosa16520	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16522	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2
Mcavernosa16529	4	0	3	19	0	1	1	8	0	2	2	1	10	3	1	0	1	1	3	0	0	1	0	2	1	0	0	28	7	27	1	16	0	0	13	1	1	0	0	19	0	2	5	1	2	2	4	0	39
Mcavernosa16530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16533	1	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	0	1	0	0
Mcavernosa16539	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	1	2	0	0	0	0	0
Mcavernosa16542	4	8	1	5	2	2	6	8	0	2	1	2	45	0	6	0	3	1	3	1	2	2	1	7	11	0	1	1	8	0	0	0	0	0	2	2	2	0	0	0	0	7	6	3	4	3	8	0	1
Mcavernosa16544	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16546	10	4	0	0	0	59	0	4	0	7	1	0	2	0	4	0	2	0	1	0	0	1	0	25	9	1	0	0	5	0	1	0	0	0	7	2	1	0	0	0	0	2	0	0	2	0	14	0	0
Mcavernosa16549	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16550	1	1	1	38	1	4	0	1	2	5	1	0	1	2	2	0	5	2	2	0	1	1	1	3	2	0	1	3	1	1	1	1	12	1	9	2	0	0	0	0	1	1	0	0	2	2	0	2	1
Mcavernosa16551	0	0	0	0	0	0	0	1	0	0	7	0	11	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	24	1	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa16554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Mcavernosa16567	2	130	5	268	1053	155	4	3	322	2	14	1	48	299	1	215	1	584	0	1440	41	25	208	12	10	0	132	1771	9	455	232	126	1347	544	79	45	2	0	0	7	987	24	4	4	8	1	22	411	21
Mcavernosa16568	2	3	2	9	11	6	3	4	4	4	3	1	5	6	3	8	2	78	1	419	3	5	0	4	4	2	2	279	7	12	15	7	5	5	6	6	2	16	3	5	84	6	4	2	6	7	6	13	3
Mcavernosa16569	1	5	0	0	0	12	0	0	0	0	0	12	0	38	0	0	3	0	0	0	0	0	0	20	0	151	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Mcavernosa16571	0	0	1	0	0	4	1	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa16572	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	99	0	0	0	3	0	0	0	0
Mcavernosa16573	1	1	0	0	0	0	14	0	0	0	13	0	33	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	11	0	0	0	0
Mcavernosa16574	2	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mcavernosa16577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16578	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16584	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
Mcavernosa16593	1	0	0	0	6	1	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	44	0	1	0	0	0	187	1	0	1	0	0	0	0	19	0	0	0	0	233	6	0	0	1	0	1	1	0
Mcavernosa16596	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16598	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	27	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Mcavernosa16599	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mcavernosa16602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16604	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa16606	12	1	3	0	0	40	1	2	59	11	10	0	0	0	32	0	1	0	1	0	0	0	0	11	1	0	1	0	2	0	1	0	0	0	9	13	120	0	37	0	214	0	9	2	9	190	16	0	0
Mcavernosa16607	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	3	54	0	0	361	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	1
Mcavernosa16608	8	38	0	2	58	1	9	4	0	0	0	0	0	80	2	3	3	28	1	18	0	0	0	1	4	0	0	1	1	18	1	192	0	0	0	3	0	174	2	0	1	0	3	0	0	0	2	0	0
Mcavernosa16611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	128	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Mcavernosa16613	0	0	0	0	0	17	1	1	165	0	0	0	3	2	1	0	2	0	2	0	0	0	0	1	3	0	0	0	1	5	0	29	0	1	6	6	0	0	0	0	0	1	10	2	0	5	8	0	0
Mcavernosa16614	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa16630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa16631	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
